Time (ms),Value,AccX,AccY,AccZ,gX,gY,gZ,Pitch,Roll
29258,-4,-0.20,-0.87,-0.39,-2.00,-8.52,-3.83,-58.16,11.82
29277,-5,-0.21,-0.88,-0.40,-2.08,-8.67,-3.93,-58.24,11.76
29295,-2,-0.22,-0.88,-0.41,-2.20,-8.61,-4.03,-58.27,11.71
29314,0,-0.22,-0.88,-0.40,-2.17,-8.62,-3.92,-58.31,11.67
29332,3,-0.22,-0.87,-0.39,-2.19,-8.56,-3.80,-58.35,11.70
29350,6,-0.23,-0.87,-0.39,-2.28,-8.56,-3.79,-58.40,11.74
29369,4,-0.22,-0.87,-0.39,-2.20,-8.52,-3.86,-58.45,11.72
29387,0,-0.21,-0.88,-0.41,-2.04,-8.59,-4.00,-58.51,11.65
29406,-2,-0.20,-0.87,-0.39,-1.93,-8.54,-3.82,-58.57,11.57
29424,-4,-0.19,-0.87,-0.40,-1.90,-8.56,-3.95,-58.64,11.49
29443,-5,-0.19,-0.89,-0.39,-1.89,-8.68,-3.84,-58.72,11.40
29461,-3,-0.20,-0.87,-0.39,-1.91,-8.53,-3.82,-58.80,11.33
29479,0,-0.23,-0.88,-0.40,-2.25,-8.60,-3.94,-58.85,11.33
29498,4,-0.23,-0.88,-0.39,-2.30,-8.60,-3.85,-58.92,11.30
29516,6,-0.23,-0.88,-0.40,-2.21,-8.62,-3.89,-58.99,11.29
29535,5,-0.23,-0.88,-0.40,-2.21,-8.62,-3.96,-59.05,11.27
29553,1,-0.21,-0.87,-0.40,-2.08,-8.52,-3.94,-59.10,11.22
29572,-1,-0.21,-0.87,-0.39,-2.03,-8.51,-3.83,-59.18,11.22
29590,-3,-0.22,-0.87,-0.39,-2.12,-8.49,-3.85,-59.25,11.25
29609,-5,-0.19,-0.88,-0.42,-1.87,-8.62,-4.12,-59.30,11.21
29628,-5,-0.20,-0.88,-0.41,-1.97,-8.60,-4.02,-59.33,11.18
29646,0,-0.21,-0.87,-0.41,-2.10,-8.51,-4.00,-59.35,11.18
29665,3,-0.23,-0.88,-0.40,-2.21,-8.58,-3.94,-59.38,11.17
29683,6,-0.21,-0.87,-0.41,-2.08,-8.51,-3.98,-59.43,11.15
29702,5,-0.21,-0.87,-0.39,-2.01,-8.55,-3.87,-59.49,11.12
29720,2,-0.19,-0.88,-0.41,-1.87,-8.60,-3.97,-59.55,11.07
29739,0,-0.20,-0.88,-0.40,-2.00,-8.65,-3.88,-59.63,11.06
29757,-4,-0.23,-0.89,-0.41,-2.23,-8.68,-4.03,-59.69,11.09
29775,-6,-0.22,-0.88,-0.43,-2.12,-8.61,-4.25,-59.67,11.12
29794,-4,-0.23,-0.87,-0.41,-2.21,-8.50,-4.06,-59.63,11.14
29812,0,-0.21,-0.89,-0.42,-2.09,-8.75,-4.16,-59.55,11.10
29831,2,-0.20,-0.88,-0.37,-1.92,-8.59,-3.62,-59.52,11.09
29849,4,-0.23,-0.88,-0.38,-2.25,-8.60,-3.77,-59.51,11.23
29868,4,-0.22,-0.88,-0.40,-2.12,-8.66,-3.95,-59.45,11.41
29886,3,-0.22,-0.85,-0.42,-2.13,-8.33,-4.07,-59.36,11.74
29904,0,-0.20,-0.84,-0.43,-1.97,-8.24,-4.24,-59.21,12.08
29923,-4,-0.22,-0.82,-0.39,-2.15,-8.01,-3.84,-58.99,12.25
29941,-7,-0.26,-0.91,-0.38,-2.56,-8.88,-3.75,-58.92,12.42
29960,-5,-0.29,-0.89,-0.38,-2.88,-8.74,-3.70,-58.84,12.65
29978,-2,-0.27,-0.85,-0.38,-2.64,-8.37,-3.73,-58.84,12.82
29997,-20,-0.25,-0.86,-0.39,-2.42,-8.38,-3.82,-58.86,12.94
30015,-12,-0.25,-0.85,-0.40,-2.45,-8.34,-3.95,-58.89,13.02
30033,24,-0.28,-0.87,-0.42,-2.74,-8.54,-4.07,-58.86,13.08
30052,11,-0.25,-0.87,-0.42,-2.49,-8.49,-4.07,-58.82,13.03
30070,-7,-0.25,-0.86,-0.38,-2.41,-8.45,-3.75,-58.84,12.94
30089,0,-0.22,-0.86,-0.37,-2.12,-8.47,-3.63,-58.91,12.94
30107,2,-0.25,-0.86,-0.36,-2.42,-8.45,-3.57,-59.02,13.01
30126,4,-0.24,-0.87,-0.40,-2.40,-8.54,-3.89,-59.15,13.09
30144,5,-0.23,-0.87,-0.41,-2.25,-8.52,-4.04,-59.23,13.13
30162,7,-0.21,-0.87,-0.45,-2.02,-8.57,-4.36,-59.24,13.10
30181,5,-0.22,-0.86,-0.41,-2.18,-8.43,-4.02,-59.23,13.08
30199,3,-0.23,-0.86,-0.39,-2.21,-8.47,-3.78,-59.25,13.02
30218,0,-0.26,-0.86,-0.37,-2.52,-8.39,-3.61,-59.33,12.98
30236,-3,-0.23,-0.86,-0.35,-2.24,-8.39,-3.48,-59.51,12.89
30255,-4,-0.25,-0.86,-0.34,-2.41,-8.45,-3.37,-59.84,12.70
30273,-4,-0.21,-0.85,-0.40,-2.08,-8.35,-3.94,-60.17,12.34
30291,-2,-0.26,-0.88,-0.37,-2.52,-8.62,-3.64,-60.58,11.79
30310,0,-0.23,-0.85,-0.43,-2.29,-8.37,-4.22,-60.99,10.85
30328,1,-0.28,-0.86,-0.40,-2.77,-8.44,-3.91,-61.34,9.76
30347,2,-0.35,-0.81,-0.48,-3.39,-7.90,-4.75,-61.89,7.87
30365,2,-0.43,-0.90,-0.40,-4.22,-8.79,-3.95,-62.34,5.74
30384,0,-0.39,-0.87,-0.26,-3.80,-8.54,-2.58,-63.14,3.21
30402,0,-0.42,-0.82,-0.19,-4.15,-8.00,-1.82,-64.20,1.06
30420,-1,-0.53,-0.86,-0.18,-5.23,-8.41,-1.73,-65.49,-0.09
30439,-2,-0.50,-0.80,-0.24,-4.94,-7.87,-2.36,-67.22,-1.36
30457,-2,-0.63,-0.73,-0.19,-6.14,-7.18,-1.90,-68.92,-2.60
30476,-1,-0.46,-0.76,-0.27,-4.53,-7.42,-2.64,-70.99,-3.72
30494,0,-0.30,-0.74,-0.54,-2.92,-7.28,-5.28,-72.91,-4.28
30513,0,-0.21,-0.82,-0.89,-2.07,-8.00,-8.70,-74.57,-4.52
30531,1,-0.22,-0.92,-1.09,-2.15,-8.98,-10.68,-75.38,-4.49
30550,5,-0.33,-0.85,-0.92,-3.25,-8.35,-8.98,-75.49,-4.55
30568,8,-0.28,-0.77,-0.68,-2.74,-7.57,-6.67,-75.38,-5.44
30586,3,-0.15,-0.72,-0.72,-1.48,-7.09,-7.06,-75.38,-7.10
30605,0,-0.28,-0.80,-0.81,-2.71,-7.80,-7.97,-75.04,-7.77
30623,-2,-0.36,-0.79,-0.77,-3.50,-7.74,-7.56,-74.33,-7.15
30642,-6,-0.27,-0.74,-0.83,-2.62,-7.26,-8.14,-73.31,-5.92
30660,-6,-0.28,-0.79,-0.93,-2.76,-7.73,-9.14,-71.76,-4.20
30679,-3,-0.34,-0.75,-0.79,-3.29,-7.33,-7.72,-69.59,-2.81
30697,0,-0.29,-0.70,-0.39,-2.80,-6.85,-3.77,-67.76,-2.16
30715,3,-0.18,-0.61,-0.40,-1.76,-5.94,-3.90,-66.54,-1.64
30734,3,-0.18,-0.62,-0.47,-1.76,-6.08,-4.62,-65.35,-0.68
30752,3,-0.14,-0.76,-0.59,-1.38,-7.48,-5.78,-64.19,-0.09
30771,1,-0.14,-0.74,-0.49,-1.38,-7.23,-4.78,-62.78,0.10
30789,-2,-0.08,-0.68,-0.37,-0.79,-6.64,-3.58,-61.68,0.28
30808,-4,-0.06,-0.80,-0.63,-0.56,-7.79,-6.19,-60.44,-0.07
30826,-3,-0.08,-0.75,-0.53,-0.74,-7.34,-5.20,-59.15,0.06
30844,-1,-0.08,-0.79,-0.51,-0.74,-7.72,-5.01,-57.86,1.10
30863,0,-0.12,-0.82,-0.38,-1.18,-8.08,-3.71,-56.49,3.18
30881,2,-0.08,-0.82,-0.25,-0.74,-8.05,-2.49,-55.29,5.30
30899,4,0.01,-0.78,-0.23,0.06,-7.61,-2.26,-54.34,6.28
30917,5,0.01,-0.90,-0.45,0.13,-8.79,-4.44,-53.42,6.95
30936,0,-0.01,-0.89,-0.37,-0.12,-8.75,-3.59,-52.27,7.72
30954,-3,-0.13,-0.85,-0.19,-1.24,-8.30,-1.82,-51.30,9.22
30972,-2,-0.05,-0.95,-0.25,-0.50,-9.31,-2.49,-50.46,11.88
30991,-5,-0.01,-0.93,-0.21,-0.12,-9.07,-2.09,-49.88,15.56
31009,-2,-0.09,-0.99,-0.21,-0.84,-9.72,-2.03,-49.73,17.08
31028,3,-0.07,-0.95,-0.18,-0.67,-9.26,-1.77,-49.66,17.69
31046,4,-0.11,-0.95,-0.14,-1.08,-9.34,-1.40,-49.77,17.75
31065,4,-0.16,-0.99,-0.07,-1.59,-9.73,-0.66,-50.03,17.39
31083,2,-0.27,-0.93,-0.01,-2.61,-9.12,-0.12,-50.52,18.05
31101,0,-0.22,-0.89,-0.00,-2.17,-8.68,-0.04,-51.42,20.10
31120,-2,-0.25,-0.88,-0.27,-2.44,-8.63,-2.62,-52.40,22.92
31138,-5,-0.21,-0.97,-0.32,-2.07,-9.52,-3.14,-53.34,24.00
31157,-6,-0.12,-1.09,-0.46,-1.18,-10.70,-4.46,-53.99,23.40
31175,-2,-0.10,-0.97,-0.37,-1.00,-9.51,-3.63,-54.28,22.47
31194,0,-0.11,-0.91,-0.28,-1.09,-8.94,-2.77,-54.76,21.44
31212,1,-0.15,-0.85,-0.31,-1.50,-8.37,-3.05,-55.09,21.02
31230,2,-0.18,-0.86,-0.23,-1.80,-8.41,-2.27,-55.33,21.29
31249,3,-0.14,-0.90,-0.23,-1.36,-8.85,-2.22,-55.73,21.39
31267,2,-0.11,-0.91,-0.15,-1.10,-8.90,-1.51,-56.29,21.02
31286,1,-0.16,-0.86,-0.15,-1.56,-8.41,-1.44,-57.11,20.58
31304,-1,-0.13,-0.89,-0.24,-1.30,-8.74,-2.39,-58.12,20.05
31324,-3,-0.13,-0.94,-0.37,-1.27,-9.20,-3.62,-59.22,19.64
31342,-3,-0.10,-0.95,-0.46,-0.98,-9.31,-4.55,-60.00,19.25
31361,-1,-0.08,-0.92,-0.43,-0.81,-8.99,-4.24,-60.57,18.73
31379,2,-0.13,-0.88,-0.35,-1.23,-8.61,-3.40,-61.15,18.10
31397,3,-0.13,-0.88,-0.35,-1.30,-8.63,-3.42,-61.76,17.46
31416,3,-0.16,-0.85,-0.39,-1.59,-8.35,-3.79,-62.39,16.96
31434,2,-0.17,-0.91,-0.42,-1.68,-8.91,-4.09,-62.96,16.73
31453,0,-0.21,-1.03,-0.54,-2.03,-10.10,-5.27,-63.25,16.76
31471,-3,-0.18,-1.07,-0.60,-1.72,-10.52,-5.90,-63.10,16.78
31490,-4,-0.05,-0.99,-0.55,-0.49,-9.73,-5.42,-62.61,16.55
31508,-3,-0.08,-0.92,-0.46,-0.78,-8.98,-4.52,-61.99,16.38
31526,-1,-0.11,-0.87,-0.34,-1.11,-8.48,-3.33,-61.49,16.21
31545,0,-0.12,-0.88,-0.27,-1.20,-8.59,-2.66,-61.19,16.00
31563,5,-0.12,-0.94,-0.29,-1.13,-9.25,-2.81,-61.05,15.71
31582,5,-0.04,-0.92,-0.31,-0.40,-9.02,-3.00,-61.03,15.47
31600,2,-0.12,-0.88,-0.25,-1.16,-8.62,-2.46,-61.07,15.27
31619,0,-0.11,-0.82,-0.20,-1.11,-8.07,-1.97,-61.36,15.04
31637,-2,-0.10,-0.86,-0.23,-0.95,-8.43,-2.28,-61.88,14.84
31655,-4,-0.02,-0.92,-0.34,-0.22,-8.99,-3.34,-62.41,14.41
31674,-4,-0.04,-0.93,-0.35,-0.39,-9.12,-3.47,-63.02,13.94
31692,-3,-0.05,-0.90,-0.37,-0.53,-8.82,-3.66,-63.48,13.62
31711,0,-0.05,-0.91,-0.40,-0.45,-8.91,-3.88,-64.00,13.30
31729,5,-0.05,-0.94,-0.45,-0.50,-9.24,-4.44,-64.37,12.92
31748,6,-0.05,-0.93,-0.46,-0.46,-9.13,-4.55,-64.61,12.49
31766,4,-0.02,-0.91,-0.45,-0.18,-8.88,-4.40,-64.75,12.14
31784,0,-0.01,-0.91,-0.46,-0.07,-8.93,-4.49,-64.82,11.80
31803,-2,-0.05,-0.92,-0.42,-0.47,-9.01,-4.10,-64.91,11.41
31821,-5,-0.06,-0.90,-0.44,-0.62,-8.81,-4.27,-64.95,10.94
31840,-5,-0.04,-0.90,-0.46,-0.40,-8.82,-4.49,-64.91,10.37
31859,-2,0.02,-0.90,-0.42,0.20,-8.79,-4.12,-64.90,9.67
31877,0,-0.02,-0.85,-0.35,-0.24,-8.37,-3.39,-64.95,8.70
31895,3,-0.04,-0.83,-0.41,-0.37,-8.09,-3.99,-64.93,8.44
31913,5,-0.03,-0.87,-0.38,-0.26,-8.52,-3.70,-65.01,8.10
31932,4,-0.04,-0.91,-0.41,-0.43,-8.89,-4.02,-65.12,7.27
31950,1,-0.06,-0.96,-0.35,-0.56,-9.43,-3.47,-65.46,5.79
31969,0,0.00,-0.87,-0.45,0.02,-8.49,-4.36,-65.88,4.36
31987,-2,-0.04,-0.87,-0.51,-0.36,-8.57,-4.96,-65.90,3.40
32006,-4,-0.08,-0.85,-0.34,-0.81,-8.30,-3.36,-65.76,2.78
32024,-4,-0.12,-0.91,-0.28,-1.22,-8.94,-2.72,-66.10,1.30
32043,0,-0.16,-0.94,-0.39,-1.60,-9.24,-3.85,-66.67,-1.66
32061,0,-0.05,-0.88,-0.57,-0.53,-8.60,-5.62,-67.09,-5.46
32079,2,-0.02,-0.89,-0.68,-0.19,-8.70,-6.71,-67.01,-9.41
32098,3,-0.35,-0.88,-0.45,-3.45,-8.57,-4.40,-66.55,-12.68
32116,2,-0.31,-0.82,-0.28,-3.06,-8.02,-2.72,-66.14,-15.31
32135,0,-0.32,-0.91,-0.29,-3.09,-8.94,-2.89,-65.80,-18.49
32153,-3,-0.32,-0.88,-0.45,-3.11,-8.66,-4.36,-65.29,-21.33
32172,-5,-0.33,-0.89,-0.29,-3.23,-8.68,-2.87,-65.16,-24.21
32190,-3,-0.57,-0.85,-0.40,-5.57,-8.31,-3.92,-65.39,-26.81
32208,-3,-0.43,-0.90,-0.25,-4.25,-8.84,-2.47,-65.90,-30.19
32227,0,-0.24,-0.71,-0.17,-2.33,-6.98,-1.63,-66.03,-32.83
32246,4,-0.23,-0.72,-0.13,-2.28,-7.02,-1.31,-66.31,-33.93
32265,5,-0.50,-0.89,-0.33,-4.88,-8.68,-3.22,-66.90,-35.69
32283,6,-0.42,-0.93,-0.32,-4.09,-9.13,-3.10,-66.93,-35.65
32302,3,-0.41,-0.91,-0.11,-3.99,-8.92,-1.08,-67.01,-34.93
32320,-1,-0.46,-0.81,-0.13,-4.54,-7.96,-1.25,-67.21,-34.67
32338,-4,-0.31,-0.80,-0.20,-3.00,-7.81,-1.96,-67.34,-35.41
32357,-5,-0.35,-0.79,-0.22,-3.46,-7.75,-2.14,-67.18,-36.14
32375,-3,-0.38,-0.87,-0.24,-3.73,-8.55,-2.39,-67.39,-35.56
32394,-1,-0.35,-0.95,-0.28,-3.43,-9.30,-2.71,-67.68,-32.59
32413,6,-0.24,-1.00,-0.16,-2.40,-9.85,-1.58,-67.66,-27.01
32432,10,-0.24,-0.82,-0.25,-2.31,-8.07,-2.50,-67.16,-21.51
32450,8,-0.91,-0.50,-1.00,-8.87,-4.94,-9.85,-66.42,-15.89
32468,2,-0.23,-1.06,-0.50,-2.23,-10.38,-4.90,-65.87,-12.98
32487,-3,-0.31,-0.82,-0.43,-2.99,-8.08,-4.22,-64.91,-7.70
32505,-4,-0.22,-0.90,-0.26,-2.14,-8.81,-2.54,-64.17,-2.87
32524,-6,-0.24,-0.82,-0.38,-2.34,-8.02,-3.70,-63.07,2.14
32542,-6,-0.31,-0.75,-0.58,-3.05,-7.38,-5.65,-61.52,6.88
32561,-2,-0.37,-0.93,-0.32,-3.64,-9.12,-3.16,-60.61,9.42
32579,0,-0.52,-0.81,-0.33,-5.07,-7.95,-3.20,-60.25,11.91
32598,5,-0.27,-0.91,-0.49,-2.66,-8.91,-4.84,-59.86,14.30
32616,4,-0.13,-0.97,-0.60,-1.25,-9.47,-5.91,-59.23,16.39
32634,0,-0.04,-0.97,-0.62,-0.43,-9.50,-6.10,-58.09,18.43
32653,-4,-0.06,-0.95,-0.55,-0.63,-9.31,-5.40,-56.58,20.65
32671,-5,-0.05,-1.01,-0.47,-0.46,-9.85,-4.63,-55.40,22.32
32690,-4,0.02,-0.99,-0.44,0.17,-9.72,-4.27,-54.44,22.58
32708,-1,-0.10,-0.90,-0.41,-1.01,-8.80,-4.01,-53.54,22.40
32727,1,-0.19,-0.80,-0.42,-1.84,-7.84,-4.09,-52.28,23.28
32745,4,-0.14,-0.80,-0.29,-1.40,-7.88,-2.81,-50.86,24.59
32763,2,-0.09,-0.79,-0.21,-0.84,-7.78,-2.02,-49.72,25.68
32782,2,0.01,-0.76,-0.20,0.12,-7.46,-1.96,-48.73,26.12
32800,5,0.12,-0.73,-0.18,1.17,-7.15,-1.74,-48.21,25.85
32819,0,0.16,-0.78,-0.18,1.54,-7.64,-1.79,-47.89,26.03
32836,-2,-0.06,-0.92,-0.09,-0.57,-8.97,-0.85,-48.01,26.49
32856,-2,-0.06,-0.87,0.10,-0.63,-8.52,0.95,-48.38,25.71
32873,-2,-0.08,-0.82,0.16,-0.75,-8.05,1.61,-49.16,24.15
32891,-1,-0.12,-0.90,0.06,-1.17,-8.78,0.56,-50.37,21.91
32910,0,0.01,-0.95,-0.17,0.07,-9.29,-1.68,-51.77,20.30
32928,2,0.04,-0.99,-0.32,0.36,-9.69,-3.14,-52.88,19.24
32947,1,-0.04,-1.03,-0.40,-0.39,-10.12,-3.90,-53.70,18.86
32965,2,-0.09,-1.02,-0.36,-0.87,-9.96,-3.56,-54.13,19.28
32984,0,-0.08,-0.99,-0.34,-0.77,-9.70,-3.34,-54.44,20.50
33002,-4,-0.26,-0.97,-0.36,-2.50,-9.52,-3.51,-54.55,22.63
33020,-4,-0.32,-1.03,-0.30,-3.17,-10.10,-2.98,-54.58,25.39
33039,-4,-0.31,-1.01,-0.22,-3.03,-9.90,-2.20,-54.60,27.64
33057,-1,-0.15,-0.90,-0.22,-1.46,-8.84,-2.18,-54.81,29.41
33076,2,-0.16,-0.84,-0.23,-1.53,-8.25,-2.29,-55.23,30.57
33094,5,-0.23,-0.84,-0.30,-2.28,-8.25,-2.99,-55.44,32.66
33113,7,-0.13,-0.98,-0.25,-1.26,-9.62,-2.47,-55.57,33.88
33131,4,-0.02,-1.01,-0.30,-0.23,-9.85,-2.99,-55.73,34.39
33149,0,0.07,-1.00,-0.20,0.66,-9.80,-2.00,-56.08,33.93
33168,0,0.10,-0.97,-0.33,1.00,-9.50,-3.25,-56.54,33.12
33186,-2,0.08,-1.00,-0.36,0.81,-9.75,-3.51,-56.78,32.14
33205,-4,-0.06,-0.89,-0.50,-0.55,-8.75,-4.86,-56.76,31.82
33223,-5,-0.10,-1.02,-0.32,-1.03,-9.95,-3.16,-56.74,31.75
33242,-5,-0.11,-1.01,-0.30,-1.08,-9.94,-2.91,-56.67,31.61
33260,-3,-0.15,-0.94,-0.28,-1.45,-9.22,-2.70,-56.42,31.59
33278,2,-0.10,-0.97,-0.17,-1.00,-9.47,-1.68,-56.24,31.26
33297,6,-0.04,-0.94,-0.17,-0.44,-9.26,-1.70,-56.25,30.55
33315,5,0.01,-0.94,-0.17,0.08,-9.22,-1.62,-56.35,29.49
33334,2,0.02,-0.92,-0.11,0.24,-8.97,-1.10,-56.61,28.04
33352,0,0.04,-0.86,-0.07,0.38,-8.47,-0.72,-57.24,26.28
33371,0,-0.04,-0.84,-0.03,-0.40,-8.21,-0.27,-58.18,24.24
33389,-2,-0.12,-0.83,-0.12,-1.14,-8.13,-1.16,-59.32,21.83
33408,-3,-0.13,-1.01,-0.24,-1.29,-9.93,-2.35,-60.58,18.74
33426,-2,-0.06,-0.97,-0.34,-0.55,-9.46,-3.31,-61.78,15.13
33444,0,-0.16,-0.83,-0.45,-1.53,-8.15,-4.43,-62.31,13.13
33463,2,-0.07,-0.98,-0.36,-0.65,-9.62,-3.55,-62.77,11.85
33481,-1,-0.02,-1.02,-0.41,-0.19,-10.02,-3.97,-63.08,10.60
33500,-2,-0.01,-1.00,-0.34,-0.05,-9.77,-3.29,-63.28,8.77
33518,0,-0.12,-0.98,-0.32,-1.15,-9.57,-3.12,-63.52,6.71
33537,-1,-0.15,-0.96,-0.30,-1.49,-9.44,-2.97,-63.85,4.18
33555,-3,-0.17,-0.94,-0.32,-1.63,-9.19,-3.12,-63.99,2.47
33573,-3,-0.11,-1.04,-0.37,-1.06,-10.17,-3.68,-64.03,0.12
33592,-21,-0.05,-1.01,-0.38,-0.46,-9.91,-3.70,-63.81,-2.89
33610,-13,-0.16,-0.93,-0.27,-1.53,-9.16,-2.62,-63.57,-5.71
33629,29,-0.17,-0.85,-0.14,-1.62,-8.34,-1.34,-63.75,-8.36
33647,13,-0.12,-0.81,-0.17,-1.19,-7.92,-1.66,-64.29,-9.97
33666,-6,-0.18,-0.93,-0.23,-1.75,-9.12,-2.26,-64.89,-10.48
33685,0,-0.08,-0.98,-0.35,-0.81,-9.61,-3.39,-65.12,-11.56
33703,0,0.01,-0.88,-0.35,0.12,-8.65,-3.44,-65.15,-12.28
33721,1,-0.08,-0.95,-0.35,-0.78,-9.36,-3.40,-65.40,-13.79
33740,4,-0.10,-0.95,-0.27,-0.95,-9.33,-2.60,-65.62,-15.17
33759,5,-0.10,-0.87,-0.15,-0.99,-8.48,-1.44,-65.84,-15.69
33777,6,-0.04,-0.87,-0.14,-0.40,-8.55,-1.38,-66.37,-14.86
33796,4,0.01,-0.95,-0.36,0.11,-9.28,-3.55,-66.70,-12.78
33814,1,-0.04,-0.95,-0.26,-0.37,-9.30,-2.56,-66.86,-9.41
33832,-1,0.03,-0.91,-0.53,0.27,-8.90,-5.21,-66.74,-7.72
33850,-1,-0.05,-0.92,-0.31,-0.52,-9.04,-3.05,-66.53,-6.35
33869,2,-0.02,-0.91,-0.27,-0.24,-8.88,-2.62,-66.45,-4.81
33888,0,-0.05,-0.90,-0.23,-0.48,-8.85,-2.29,-66.32,-2.43
33906,-4,-0.05,-0.89,-0.27,-0.45,-8.77,-2.65,-66.12,0.84
33924,-3,0.00,-0.95,-0.35,0.02,-9.30,-3.45,-65.83,3.98
33942,0,0.13,-0.96,-0.36,1.23,-9.42,-3.57,-65.41,5.81
33960,3,0.12,-0.93,-0.31,1.18,-9.07,-2.99,-65.02,7.09
33979,7,0.12,-0.90,-0.29,1.18,-8.86,-2.89,-64.74,7.98
33997,6,-0.04,-0.88,-0.22,-0.39,-8.62,-2.11,-64.61,8.78
34015,1,-0.31,-0.92,-0.10,-3.01,-9.03,-0.94,-64.54,9.53
34033,-4,-0.27,-0.90,-0.13,-2.60,-8.86,-1.28,-64.73,10.00
34052,-9,-0.11,-0.98,-0.24,-1.11,-9.63,-2.34,-65.07,10.19
34071,-10,-0.07,-1.06,-0.32,-0.71,-10.35,-3.10,-65.29,10.07
34089,-7,-0.06,-1.01,-0.32,-0.57,-9.86,-3.16,-65.32,9.80
34108,-2,-0.06,-0.98,-0.31,-0.57,-9.65,-3.08,-65.27,9.63
34126,4,-0.06,-0.97,-0.30,-0.61,-9.53,-2.95,-65.17,9.47
34145,5,-0.07,-0.97,-0.28,-0.71,-9.51,-2.78,-65.03,9.29
34163,5,-0.01,-0.95,-0.26,-0.07,-9.29,-2.58,-64.89,9.00
34181,6,0.01,-0.92,-0.23,0.11,-9.05,-2.29,-64.77,8.68
34199,1,0.01,-0.88,-0.22,0.14,-8.58,-2.17,-64.64,8.32
34217,-2,0.05,-0.81,-0.20,0.48,-7.92,-1.95,-64.57,7.90
34236,-2,0.08,-0.76,-0.20,0.81,-7.48,-1.97,-64.55,7.43
34254,-2,0.10,-0.73,-0.20,0.96,-7.13,-1.93,-64.60,6.93
34272,-2,0.11,-0.71,-0.18,1.07,-6.98,-1.76,-64.79,6.25
34290,-1,0.11,-0.72,-0.16,1.06,-7.09,-1.52,-65.16,5.46
34309,-1,-0.08,-0.57,-0.19,-0.74,-5.57,-1.90,-65.61,4.83
34327,0,0.01,-0.78,-0.10,0.09,-7.60,-0.95,-66.42,4.01
34345,0,0.12,-0.83,-0.19,1.13,-8.15,-1.89,-67.13,3.17
34364,-1,0.19,-0.89,-0.29,1.84,-8.71,-2.82,-67.72,2.66
34381,-1,0.22,-0.93,-0.30,2.13,-9.08,-2.95,-68.10,2.43
34400,1,0.08,-0.88,-0.29,0.76,-8.60,-2.86,-68.45,2.28
34418,3,-0.04,-0.95,-0.30,-0.38,-9.34,-2.94,-68.83,2.18
34437,2,-0.09,-0.97,-0.30,-0.86,-9.50,-2.95,-69.18,2.16
34455,0,-0.13,-1.00,-0.31,-1.32,-9.78,-2.99,-69.38,2.26
34473,0,-0.14,-1.01,-0.32,-1.37,-9.90,-3.18,-69.52,2.42
34492,-3,-0.17,-1.02,-0.35,-1.65,-9.99,-3.48,-69.51,2.60
34510,-1,-0.15,-1.04,-0.35,-1.46,-10.17,-3.41,-69.45,2.70
34529,2,-0.14,-1.03,-0.31,-1.34,-10.05,-3.08,-69.39,2.75
34547,3,-0.16,-1.05,-0.15,-1.52,-10.26,-1.47,-69.47,2.88
34566,3,-0.17,-0.97,-0.27,-1.70,-9.46,-2.62,-69.95,2.95
34584,0,-0.18,-0.98,-0.30,-1.77,-9.58,-2.89,-70.17,2.99
34603,-2,-0.15,-0.95,-0.30,-1.51,-9.34,-2.91,-70.53,2.84
34621,-2,-0.12,-0.97,-0.35,-1.16,-9.55,-3.42,-70.92,2.73
34639,-2,-0.11,-0.97,-0.30,-1.04,-9.55,-2.95,-71.33,2.55
34658,0,-0.10,-0.92,-0.35,-0.93,-9.06,-3.42,-71.47,2.66
34675,2,0.00,-0.92,-0.37,0.00,-8.99,-3.66,-71.61,2.75
34694,1,-0.03,-0.95,-0.43,-0.25,-9.32,-4.17,-71.93,2.77
34712,0,-0.15,-0.95,-0.43,-1.45,-9.29,-4.25,-71.81,2.95
34731,1,-0.20,-0.96,-0.39,-1.92,-9.37,-3.78,-71.69,3.01
34749,0,-0.28,-0.97,-0.42,-2.78,-9.47,-4.16,-71.38,3.17
34767,-2,-0.29,-1.01,-0.37,-2.83,-9.87,-3.65,-71.05,3.39
34786,-2,-0.31,-0.94,-0.34,-3.00,-9.23,-3.34,-70.63,3.65
34804,-1,-0.29,-0.96,-0.35,-2.87,-9.41,-3.43,-70.22,3.88
34823,0,-0.21,-0.97,-0.34,-2.10,-9.49,-3.29,-69.80,4.02
34841,0,-0.16,-0.92,-0.27,-1.53,-8.97,-2.69,-69.51,4.19
34860,1,-0.16,-0.90,-0.28,-1.61,-8.80,-2.71,-69.34,4.39
34877,2,-0.17,-0.91,-0.31,-1.66,-8.88,-3.07,-69.21,4.54
34895,1,-0.20,-0.91,-0.30,-1.92,-8.94,-2.90,-69.11,4.69
34914,0,-0.24,-0.93,-0.29,-2.38,-9.14,-2.88,-69.03,4.82
34932,0,-0.26,-0.93,-0.27,-2.51,-9.10,-2.68,-68.98,4.95
34951,0,-0.22,-0.89,-0.25,-2.15,-8.75,-2.41,-69.08,5.10
34969,-2,-0.18,-0.90,-0.27,-1.79,-8.77,-2.62,-69.31,5.16
34988,-1,-0.14,-0.90,-0.33,-1.41,-8.81,-3.21,-69.57,5.12
35006,-1,-0.13,-0.91,-0.36,-1.23,-8.91,-3.56,-69.76,5.10
35024,0,-0.18,-0.97,-0.41,-1.72,-9.52,-4.02,-69.80,5.15
